 ,Red = gone,Pink = NSFW (sex),,,
,Keep in mind for submissions that it should be the most relevant ~30 seconds,,,,
Youtube/Song Link,Source Game(s),Song Name,Artist,State,Backups
https://www.youtube.com/watch?v=n-Dh3ftkRAs,I wanna be the Ocean Princess,Flight of the Silverbird,Two Steps From Hell,OK,
https://www.youtube.com/watch?v=Busq3he5U6U,I Wanna Ponder,Its Raining On The Moon,StarSystems,OK,
https://www.youtube.com/watch?v=kTE9UibRhnA&t=2m,I Wanna QoQoQo 300,Icarus,Ivan Torrent,OK,
https://www.youtube.com/watch?v=Y7yMt-9uFCQ,I wanna be the Farewell;The Farewell Medley,Rilo's End,Joakim Sandberg,OK,
https://www.youtube.com/watch?v=2UQAhhWO6dg,I Wanna Fill In The Blanks,Bergen Village,Deniz Akbulut,OK,
https://youtu.be/_jzBNljHr8c?t=20,I Wanna Get Cultured 2,StarDrive,Geoplex,OK,
https://www.youtube.com/watch?v=NJdYxqOOjjI,I wanna kill the Guy;I Wanna Kill the Sacred C3 2;I wanna be like Fragnaticc;I Wanna be the Co-op,Infernoplex,Dimrain47,OK,
https://www.youtube.com/watch?v=KLYyoIlXjS8,I Wanna Take the Timemachine 2,Desire to Fight,Miki Fujii,OK,
https://www.youtube.com/watch?v=eLnUrjqoK20&t=20s,Domu,Chaos of Mind,Phyrnna,OK,
https://www.youtube.com/watch?v=IDf9Iux_lGA,I Wanna be the Micromedley;I Wanna Try a Collab 2,No Party Like a Mojang Party (_ensnare_ Remix),Big Giant Circles,OK,
https://www.youtube.com/watch?v=by4chqbj3_I,I wanna be the Crimson;I Wanna be the Daburyu;I Wanna Be the Picture;FASF 2020 Blind Avoidance,Black Rose Apostle,Zeami,OK,
https://youtu.be/7xMVN8AA0RI?t=38,Not Another Magic Tower Game;Pandemonistic Tower,Cantarella -grace edition-,Nero,OK,
https://youtu.be/8Z629dsJnns?t=92,I wanna Classic,Shining Collection,Iceman,OK,
https://www.youtube.com/watch?v=mCJtd8hQmXc,I wanna kill the Guy,Summer Solace,durn,OK,
https://youtu.be/6nUFeDCeol8?t=65,I wanna be the Hamster!;Ich möchte deine Flucht vor der Wirklichkeit nähren;Crimson Needle 2.5,Right on Time,Ryu☆,OK,
https://youtu.be/vUoliqQxOnU?t=4,I Wanna be the Block;I Wanna Go THE TIME;I Wanna Kill the 2doku,degelock,Popira 2,OK,
https://youtu.be/S66dYJMM0Wk?t=58,I Wanna be the Bingo,Bingo,Turtle,OK,
https://youtu.be/arsMbPjAO8E?t=276,I Wanna be the Noesis;I Wanna Say NO to Literature;I Wanna be the First TIS;I Wanna Break the Last Z;The Farewell Medley;I Wanna Be The No5131,destruction,SENTIVE,OK,
https://youtu.be/EHAlYdarG4c?t=161,I wanna call me it;I Wanna be the TT,my little room 404,arai tasuku,OK,
https://youtu.be/sropon-wsRQ?t=41,I Wanna be the S,Juggler's Madness,Lite Show Magic,OK,
https://youtu.be/z0zdqeivGaU?t=124,I Wanna Break the Series Z 3,United We Stand - Divided We Fall,Two Steps From Hell,OK,
https://youtu.be/xFoLHtZ3YuQ?t=249,Soulless;I Wanna Kill the 3sweepor;RNG Dungeon;Moeka's Adventure,Soulless 4,Exilelord,OK,
https://youtu.be/TcQRWzkSRW4?t=44,I wanna break Things into Pieces,Mono wo Parapara Kowasu,Kikuo,OK,
https://youtu.be/b4tzH8OvEHI?t=2,I wanna be the Justice;I Wanna Get Cultured 2,Himiko [8-bit mix],threvanz,OK,
https://youtu.be/OigBPoj5T84?t=1,I Wanna be the G;I Wanna be the G Another;I Wanna Save the Ship;MKey Medley,Glucagon,EZFG,OK,
https://youtu.be/gHCQdrvdpEU?t=155,I Wanna be the C/O/S/M/O;I Wanna Break the Series Z 3,C/O/S/M/O,HAMO,OK,
https://youtu.be/tahCE9KGPt0?t=57,I wanna be the Music2;Infernal Beings,"Electric ""Sister"" Bitch",t+pazolite,OK,
https://youtu.be/haDaLQvcowQ?t=48,I Wanna be the TIS;Boshy Remastered;I wanna be the Tenchos pictures 2;The Farewell Medley,NO REMORSE,Ketsui Kizuna Jigoku Tachi,OK,
https://www.youtube.com/watch?v=92i4jaMH2m8,I wanna climb the Witch's Tower,Discolor,zts,OK,
https://www.youtube.com/watch?v=jSBlrc950kM,Straight Outta Compton,Sexual Healing (Mike Posner Remix),Marvin Gaye,OK,
https://youtu.be/P5kgI5WahTw,Christmas Deliveries,Boss Theme,TMNT Arcade,OK,
https://youtu.be/LNjyewv2Lh4?t=184,I Wanna Keep My Mental;I Wanna Kill the Happil 2,Spiral Staircase,ぎぶそん,OK,
https://youtu.be/PMGfGxUE6Ks?t=1,I Wanna be the Pastel,KIMONO♥PRINCESS,jun from DanceDanceRevolution X2,OK,
https://youtu.be/pAtrbudbAps?t=67,I wanna be the Ocean Princess,The Fire Inside,Damnation Angels,OK,
https://youtu.be/XadG3uefBt4?t=161,I Wanna be the Charisma Breaker,do i smile?,t+pazolite,OK,
https://www.youtube.com/watch?v=KoCslenmQq8,I Wanna be the Co-op,The Ultimate Show Remix,Desoloz,OK,
https://youtu.be/L61Tjo8cim4?t=26,I wanna kill the Kermit 2;I Wanna Get Cultured 2,Don't Let Me Be Misunderstood,The Animals,OK,
https://youtu.be/1ZCmQkKN5tc&t=108,I Wanna Destroy the Needleverse;I Wanna be the Math Major,Electric Fountain (Karma),Akitaka Tohyama,OK,
https://youtu.be/M06aDKSgK5o?t=153,I Wanna Be the Maze,King of Kings,Tomu Miyazaki,OK,
https://www.youtube.com/watch?v=C5BTnYUDOOo,I Wanna be the Zeus;I Wanna Introspect,Lullaby of a Deserted Hell,ZUN,OK,
https://youtu.be/9ZnoN5o6J7s?t=103,I Wanna Challenge Kamirin,We Have Lee but you Don't Have,SoundTeMP,OK,
https://youtu.be/pNMRBTN1SGU,I Wanna Defeat the Discord Makers Kela Side;VoVoVo,Ferris' Sand Canyon,Flex,OK,
https://youtu.be/fQiibdwDm0c?t=22,I Wanna Kill the Kermit 3,Camp Adventure,Delta Sleep,OK,
https://www.youtube.com/watch?v=uq5Cis2oieA&t=2m20s,I wanna bye the Entrance;I Wanna Kill The Potana;I Wanna Be The First World,Entrance,ICE,OK,
https://youtu.be/fdYv463r-z0?t=69,I Wanna Destroy the Needleverse,Blooming Nightshade,Noisysundae,OK,
https://youtu.be/2UoICtWA1kg?t=30,I Wanna Run the Marathon,Scenic Ride,Noisysundae,OK,
https://youtu.be/P8JEm4d6Wu4?t=78,Shiz Nits,Insomnia,Faithless,OK,
https://www.youtube.com/watch?v=KQkv9dT01Rc,I Wanna be the Ultimatum;I Wanna be the END;I Wanna be the Popularity;I Wanna be the Tempest;I Wanna be the Butterfly;I Wanna be the Nosieesi,Solnedgang,Arachno & Jockson,OK,
https://youtu.be/E-fxS_7lKPM?t=39,I Wanna be Assaulted;I wanna be the Permanence 2;I Wanna Break the Last Z,Love Together,Nona Reeves,OK,
https://youtu.be/_YRXt_YQU_g,I wanna get Cultured;I Wanna Escape The Mansion,Universe City,EON,OK,
https://youtu.be/Rh4MXsw8cxc?t=30,I wanna be the Hato,Hato,Hatsune Miku,OK,
https://youtu.be/wgWRfx-QcS8?t=34,I wanna be the Fangame!;I wanna be the Crimson;I wanna Classic;I wanna go the excursion,Crumbling Castle,Soichi Terada,OK,
https://www.youtube.com/watch?v=D7Nkk5MhCWQ,I wanna kill the Guy;I Wanna be the Chair;I Wanna be the Chair 2,Alcohol1201.9.5.2802crk,RL-Team,OK,
https://youtu.be/xdE1Ax6FBlA,Not Another Needle Game,Paladin,EnV,OK,
https://www.youtube.com/watch?v=uVCAnYTkyIo,I wanna be the Finite,Delfino Plaza,Koji Kondo,OK,
https://youtu.be/UHTFCZgm6HU?t=70,I wanna Make Better Life Choices;I Wanna Ascend the 69;I Wanna Go the Trap Way;I wanna try a Collab 2;I Wanna Tell You All About The Interesting Year I Had,The Happy Troll,D1ofAquavibe,OK,
https://youtu.be/C6Le7luzv2Y?t=1,I Wanna be the Gay Lizard;I Wanna Kill the Sudoku,Ganjaman,Alfons,OK,
https://youtu.be/0LqYVepFx8c?t=6,I Wanna be the Orbit;I Wanna MedlMedlMedl,ENJOYEE! (YOUR LIFETIME),NONA REEVES,OK,
https://www.youtube.com/watch?v=MTA_9Dst4-Q,Crimson Needle 2,April's Song,Real Estate,OK,
https://youtu.be/3LVme9RIyOI?t=24,I wanna be the Melon,Kiki 3,Torotoro Resistance,OK,
https://youtu.be/MzDpeX3eJRQ?t=136,I Wanna Take the Timemachine 2;I Wanna be the Maues,cheatreal,t+pazolite,OK,
https://www.youtube.com/watch?v=jEGro4NpgCg,I Wanna be the Venus;I wanna be the Crimson Needle;I Wanna Get Cultured 2,Aquarium Park Act 1,Sonic Colors,OK,
https://www.youtube.com/watch?v=C64wDdDCLbE,Not Another Magic Tower Game,Erebus,Memme,OK,
https://youtu.be/j8eWsonuRTE?t=76,I wanna tear it,F.K.S,Nizikawa,OK,
https://youtu.be/jluCdMqiadM?t=85,I Wanna Potato 2,watch it flow,goreshit,OK,
https://youtu.be/TUOGygAYBG8,I wanna see the Moon,Stage 10,Kirby's Block Ball,OK,
https://www.youtube.com/watch?v=T4TKu66qedE,I Wanna Nostalgia,Dreamland Offensive,DJ The S,OK,
https://youtu.be/TaV1r341wYk?t=13,I wanna be the Off Party 2,Ghostbusters,Ray Parker Jr.,OK,
https://youtu.be/BQUBYhTJDR4?t=39,I wanna Qubism,Qubism,Hate vs Brilliance,OK,
https://youtu.be/iDWzmN-Olnc?t=22,I Wanna Uhuhu Spike,THE MEDLEY M@STER,ツナマヨ,OK,
https://www.youtube.com/watch?v=ut3YtyMLXk8,I Wanna Kill The Weston Douglas Jones;I Wanna Get Rekt;I Wanna Kill the Sudoku;The Farewell Medley,Sea of Love(Hixxy Remix),Frisco,OK,
https://youtu.be/Xj90Vcq2Kic?t=210,Not Another Magic Tower Game;MKey Medley;I Wanna Be The Fire Chicken,Fighting of the Spirit Rock-Metal Remix,S.S.H,OK,
https://youtu.be/B88mv0dhYwc?t=47,I Wanna Stop the Meltdown;I Wanna Kill the Blue Mage 2,Emergency,Pegboard Nerds,OK,
